review_title,hotel_name,avg_rating,nationality,rating,review_text,tags
Exceptional,Condo Gardens Leuven,7.2,Serbia,10.0,"Nice and big room, friendly staff",['Leisure trip~Family with young children~Budget Studio Twin~Stayed 1 night~Submitted via mobile']
"Location is great, ideal for a short stay 👍",Brussels Cosy Appartments2,7.4,United Kingdom,8.3,"Only given one key 🔑,

Location",['Business trip~Solo traveller~Apartment~Stayed 3 nights~Submitted via mobile']
Good,B&B Les Hirondelles,8.1,Belgium,7.1,There are no comments available for this review,['Leisure trip~Couple~Deluxe Double Room~Stayed 1 night']
Nice scape and tasty dinner,Hotel Lodewijk Van Male,7.5,Belgium,7.0,"The rooms for families are on the side of the road, there wasn’t much traffic due to the curfew but the views to the domaine were much nicer.. pity we could not be on that side,

The food was really good, served warm in the room at a perfect pace",['Family with young children~Quadruple Room~Stayed 1 night~Submitted via mobile']
Exceptional,ABC Hotel,9.5,Australia,10.0,"Very clean, charming , welcoming host and amazing breakfast",['Leisure trip~Couple~Deluxe Double Room~Stayed 1 night~Submitted via mobile']
A perfect stay in a lovely place,Il était une fois,9.4,Belgium,10.0,"Everything was perfect.,

Lovely accomodation, clean and in a beautiful location with a lot of things to do nearby. Staff very nice and helpful. Excellent food and rich breakfast.
It also has a small backyard where you can relax.
Small fridge in the room and also one available on the hallway together with a microwave which was very useful.",['Leisure trip~Family with young children~Double Room~Stayed 4 nights~Submitted via mobile']
Good,Hotel Albergo,6.0,Slovakia,7.5,"It was really cold in room at night. ,

Good location, staff and price.",['Leisure trip~Couple~Double Room~Stayed 2 nights~Submitted via mobile']
Good,Martin's Relais,8.6,United Kingdom,7.9,"Breakfast expensive considering food was cold and waiting for fresh supply when food had run out. This was our 3rd stay here, but will be the last. And why did they put a plastic chair in the bedroom when it is an old hotel or period building. ,

Location great. Staff on from desk helpful..",['Leisure trip~Couple~Comfort Double Room with Canal View~Stayed 3 nights~Submitted via mobile']
Exceptional,Motel One Brussels,8.9,Peru,9.6,Everything. Excellent.,['Leisure trip~Couple~Queen Room~Stayed 2 nights~Submitted via mobile']
Good,Dansaert Hotel,8.0,Denmark,7.9,"Very small room, even smaller toilet. Fancy but not very functional design.
Super small toilet sink no hungers for towels, no space what so ever in the bathroom. Bedroom campy. ,

Fancy charming exotic warm comfortable, big fancy shower",['Leisure trip~People with friends~Standard Double or Twin Room~Stayed 1 night~Submitted via mobile']
The place to stay when at Spa,Hotel L'Esprit Sain,8.0,New Zealand,10.0,"Nothing,

Mega Service",['Business trip~Solo traveller~Deluxe Double Room~Stayed 4 nights']
Good,Hotel Manos Premier,8.2,Italy,7.5,"room was a attic, first night a lot of noise from the street,

Very good breakfast, comfortable bed, rest expected in such a hotel",['Solo traveller~Standard Double Room~Stayed 2 nights']
Fabulous,Albert Molière,9.0,Portugal,8.8,"There was no elevator,

The staff was very kind. Nice room and bathroom, good breakfast. Tram stop right at the door.",['Leisure trip~Couple~Deluxe Double Room with Balcony~Stayed 2 nights~Submitted via mobile']
Good,Hotel Eurocap,6.0,Romania,7.9,There are no comments available for this review,['Leisure trip~Family with young children~Double Room~Stayed 1 night~Submitted via mobile']
Superb,Marivaux Hotel,8.5,Romania,9.0,There are no comments available for this review,['Business trip~Solo traveller~Standard Double or Twin Room~Stayed 3 nights~Submitted via mobile']
OK hotel for one night at airport,ibis Hotel Brussels Airport,7.1,United Kingdom,8.0,"Hotel is 10 min journey by taxi cost €16 as our flight arrive in the afternoon and shuttle bus only starts again at 6pm.Rooms are a bit tired and could do with a re vamp.  Rooms noisy even with the ""extra"" door shut over. I was in 110 which is right above the front door so also has the added noise of people getting on the shuttle bus.,

Hotel staff made a note of our request to have rooms on same floor. Check in was easy. All staff are very nice and helpful. Breakfast was OK lots of choice but at €15 it should be.",['Business trip~Group~Standard Double Room~Stayed 1 night']
Design appartment on the docks,Baelskaai Harbor Apartment,9.3,Luxembourg,10.0,"This location is on the new side of Ostend on the docks. You can reach the town by car. A tip, do not drive into town but use the Railway station parking at 1,5 euro per hour. It is brand new, easily accessible and avoids the drive into town. Alternatively take the boat across. The apartment is brand new, design, parking in front of the door (free). The extra bonus is that this lets you discover the dunes (Fort Napoleon), quiet extensive beach and pure nature of Bredene. At the end of the beach promenade on which you can cycle (free use of 2 bicycles) there is a surfers bar for food and drink. For kids, below the Fort Napoleon, there is a huge playground in the sand, the biggest I have ever seen.",['Leisure trip~Family with young children~Studio Apartment~Stayed 2 nights']
Very good,Snuffel Hostel,8.8,Russia,8.0,Just two female bathrooms for the whole floor.,['Leisure trip~Solo traveller~Bed in 6 Bed Female Dorm~Stayed 3 nights~Submitted via mobile']
Superb,Jam Hotel,8.0,Ireland,9.2,There are no comments available for this review,['Leisure trip~Couple~Standard Double Room~Stayed 3 nights']
Good,Warwick Brussels - Grand Place,8.2,France,7.1,Breakfast not at level of product quality to be expected from this price level and international standards,['Business trip~Solo traveller~Premium Deluxe Double Room~Stayed 1 night']
Lovely hotel,Van der Valk Hotel Antwerpen,8.4,Germany,9.2,"Great rooms, nice staff, good swimming pool/sauna area",['Leisure trip~Couple~Standard Double Room~Stayed 1 night~Submitted via mobile']
Exceptional,Motel One Brussels,8.9,United Kingdom,10.0,Location,['Leisure trip~Couple~Queen Room~Stayed 2 nights~Submitted via mobile']
Pleasant,Century Hotel Antwerpen Centrum,6.9,Poland,6.3,"Bed internet,

Rude personel (men)",['Business trip~Group~Comfort Twin~Stayed 1 night~Submitted via mobile']
Very good,Hotel Bourgoensch Hof,8.4,Belgium,8.0,There are no comments available for this review,['Leisure trip~Couple~Standard Room~Stayed 1 night~Submitted via mobile']
Good,B&B N°5,9.5,Belgium,7.0,"Street noise as lacking double glass windows. ,

Beautiful old main building, well kept in authentic style. Annex is nicely decorated. Nice bathroom and good bed.",['Couple~Standard Double or Twin Room~Stayed 2 nights~Submitted via mobile']
Good,Antwerp Harbour Hotel,7.6,Latvia,7.9,There are no comments available for this review,['Leisure trip~Group~Large Double Room~Stayed 1 night']
Thoroughly enjoyable,De Hollemeersch Hotel,8.3,United Kingdom,10.0,"Courteous Staff,Great bathroom, Great views, parking, excellent food",['Leisure trip~Solo traveller~Standard Double or Twin Room~Stayed 1 night']
"Train spotters paradise, but take earplugs",Hotel Continental Gare du Midi,6.7,United Kingdom,6.7,"The outside wall seemed completely inadequate to cut out any traffic noise from the road and specially from the railway. There seemed to be trains all night.,

It is very close to Gare Midi and there were pedestrian crossings handy for crossing the busy road. There were restaurants nearby too. The shower was roomy and good. TV reception was good, as was WiFi. We had a balcony which is nice, though the view was of the railway. The beds were comfy and it was pleasant to have a real double bed not two singles pushed together with a gap in the middle. There was a lift which was helpful as we were on the fourth floor. Bedlinen was clean.",['Leisure trip~Couple~Twin Room~Stayed 1 night~Submitted via mobile']
Excellence from Fleur,Hotel Gulden Vlies,8.5,Netherlands,10.0,"Nothing,

I liked owner' s welcoming attitude. She really made us feel at home. She also was ready with needed information to make our stay a wonderful experience.",['Leisure trip~Couple~Budget Double Room~Stayed 3 nights~Submitted via mobile']
Good,Hotel Du Parlement,6.8,Czech Republic,7.0,"Hotel  does offer any breakfest including price. Breakfast is possible to order in price 7,0 EUR. However from 8,00am.",['Business trip~Solo traveller~Twin Room~Stayed 1 night']
bruges is stunning Fevery hotel covered all the bases,Hotel Fevery,9.3,Ireland,7.9,"a little old fashioned,

very clean green hotel,at an a reasonable price , paul a good host all very friendly and helpful",['Leisure trip~Group~Budget Double Room~Stayed 3 nights']
Very good,Rocco Forte Hotel Amigo,9.1,Romania,8.3,Best location in Bruxelles,['Leisure trip~Couple~Classic Double Room~Stayed 1 night~Submitted via mobile']
Okay,Hotel Dolce La Hulpe Brussels,8.4,United States,5.8,"On our last day leaving the hotel for a connection to our train in Brussels the hotel charged us an exhorbitant fee for a taxi then forgot to place reservation with the taxi company. Fortunate our skillful drive managed to get us to our train in time.  The hotel should inform guests that they are adding a substantial charge for booking a taxi;  of course forgetting to call the taxi was unacceptable in any setting,

Staff was overall competent and helpful.",['Leisure trip~Couple~Superior Room~Stayed 4 nights~Submitted via mobile']
Nice stay in beautiful Durbuy.,Hotel des Comtes Durbuy,8.8,Belgium,8.0,"Prime location in Durbuy, with a neat room and friendly staff.",['Leisure trip~Couple~Classic Double Room~Stayed 2 nights']
Very poor,Hotel Le New Matinal,6.5,Spain,2.5,"Deception total,

Nada!!!",['Business trip~Couple~Double Room~Stayed 1 night~Submitted via mobile']
Very good,Chez Elena & Filipp B,8.7,Belgium,8.0,There are no comments available for this review,['Leisure trip~Couple~One-Bedroom Apartment~Stayed 2 nights']
Pleasant,Diamant Suites Brussels EU,7.8,Germany,6.7,"Two of the four towels seemed to be used and not changed.The washbasin has cracks, the furniture has some split-offs and the tarpet has abrasions. It would be okay if the price would have been adequate.The building is lokated at a very frequented road. The apartments facing to the road are accordingly noisy.,

Even though the aparthotel is located outside the City centre it is easy to reach by bus or by Metro.The man at the reception was polite and very helpful.",['Business trip~Solo traveller~Executive Studio Suite~Stayed 2 nights']
Excellent overnight stop heading for the Zeebrugge ferry the next day.,Hotel Eden Ardenne,7.8,United Kingdom,8.3,"Reception guy didn't tell us where the room was. It was room 16 so we walked upstairs to the first floor but those rooms were 20+ so we had to walk back down past the reception desk along a corridor. The guy on reception kept his head down.... Very strange.,

Excellent location with terrace overlooking the lake. We booked a double room and a triple for a party of 5 (3 adults/2 children); both rooms were a good size with excellent shower. Open shelves so we did not risk leaving anything behind in cupboards. Restaurant was good with a decent children's menu.",['Leisure trip~Family with young children~Triple Room~Stayed 1 night']
Superb,All In One,9.2,United Kingdom,9.0,"The B&B is amazing, so clean and welcoming and in a great location! The rooms are beautiful and the host is very helpful.",['Leisure trip~Family with young children~Deluxe King Room~Stayed 2 nights']
This is hospitality ‘pur sang’,B&B La Gotale,9.5,Netherlands,10.0,"Everything. From arrival to departure. Great host, warm welcome, nice rooms, COVID-proof, fantastic diner & breakfast, wonderful environment.",['Leisure trip~Solo traveller~Double Room with Private Bathroom~Stayed 1 night~Submitted via mobile']
Good,The Helmet Hotel,5.9,United States,7.1,Close walk to train and grand place,['Leisure trip~Solo traveller~Double Room~Stayed 1 night~Submitted via mobile']
"Mechelen is great in itself and great, too, for visiting other cities by train",Lunatree,9.4,United Kingdom,10.0,"There wasn't anything which we didn't like.,

Reception and hospitality by owners brilliant. Apartment spacious and well appointed. Location ideal.",['Leisure trip~Couple~Two-Bedroom Suite~Stayed 4 nights']
Superb,Hotel Bon Accueil,9.0,Belgium,9.0,There are no comments available for this review,['Leisure trip~Couple~Family Room~Stayed 3 nights~Submitted via mobile']
Four night Brussels stay,Smartflats City - Royal,7.6,Germany,8.0,"The pillows were very small, and one was better quality than another. 
The floor was dirty, we never wear shoes inside either, so it was poorly cleaned before us. 
There was no baking paper or other simple items to make cooking easier. 
No lock on the bathroom door. ,

The location was perfect. 
Spacious open kitchen/ dining area
Seperate toilet away from the bedrooms.",['Leisure trip~People with friends~Two-Bedroom Apartment~Stayed 4 nights~Submitted via mobile']
Cool and trendy former convent in the up-and-coming area!,Liège Youth Hostel,8.3,Russia,10.0,Great breakfast and a cool location. Not the very center but actually better than it!),['Leisure trip~Solo traveller~Single Bed in 6-Bed Female Dormitory Room~Stayed 1 night']
We have always stayed here since the1990s and have never been disappointed until now.,Citadines Sainte Catherine Brussels,8.4,Ireland,4.0,"Wall in kitchen-bedroom had a filthy stain unit,there was mould on bathroom wall- ceiling.Receptionist did not seem to care when we brought it to her notice as we were leaving.We showed her a photo of those complaints.,

Location perfect for exploring Brussels.Bed very comfortable.",['Leisure trip~Couple~Studio (2 Adults)~Stayed 2 nights~Submitted via mobile']
"Good location , friendly staff",nhow Brussels Bloom,8.3,United Kingdom,10.0,There are no comments available for this review,['Leisure trip~Family with young children~Standard Double or Twin Room~Stayed 1 night~Submitted via mobile']
Nice,Hotel Bourgoensch Hof,8.4,Israel,8.8,"A bit outdated,

Location",['Leisure trip~Group~Standard Double or Twin Room~Stayed 2 nights~Submitted via mobile']
Good,hotel Melissa,6.5,United Kingdom,7.9,There are no comments available for this review,['Leisure trip~Family with young children~Quadruple Room~Stayed 1 night']
Very good,Aloft Brussels Schuman,8.8,Singapore,8.3,"The hotel and the room are not as clean we it used to be. The corridor and the room could be brighter. A bigger bin in toilet might help keep the room Feel cleaner.,

Helpful staff as always!",['Leisure trip~Family with young children~Standard Twin Room~Stayed 1 night~Submitted via mobile']
Fabulous,ibis Gent Centrum St. Baafs Kathedraal,8.2,Netherlands,8.8,The fact I booked a kingsize bed but instead we got two separate beds was a bummer.,['Couple~Superior Room with two single beds~Stayed 1 night~Submitted via mobile']
Great stay,Hotel De Zalm,8.0,Ireland,10.0,"Great hotel, very clean and really friendly staff. Short walk to train and busses. Would definitely stay here again 😁",['Leisure trip~People with friends~Standard Twin Room~Stayed 4 nights~Submitted via mobile']
Poor,Royal Apartments Minsk,9.2,Bulgaria,3.8,"No one came to clean for 6 nights,The flat was so dirty and this with me and my friend cleaning after each other’ The owner didn’t even check up on us .,

Nothing, Only location was good.",['Leisure trip~Group~Two-Bedroom Apartment - Gorodskoy Val 9~Stayed 6 nights~Submitted via mobile']
"Okay, but expensive for what we got.",Hotel Des Brasseurs,7.3,Belgium,5.0,"Dilapidated room and building: old curtains, cracked floor tiles, cracked wood on the windows, faded paint. Room cleanliness left a bit to be desired because we found an old cigarette butt behind the curtain.,

Great location, nice breakfast and pretty decent staff. Hotel right next to the tram and 10 min from beach, easy access.",['Leisure trip~Couple~Double Room~Stayed 4 nights~Submitted via mobile']
"Great hosts, nice place, Fantastic location easy walking",De Buur Van Beer,9.1,United Kingdom,8.3,"Could of supplied towels otherwise everything was great,

Location was excellent, easy walking distance to fantastic bars restaurants, meniem gate, museum and as a bonus a very secure car park.",['Leisure trip~Group~Three-Bedroom Townhouse~Stayed 3 nights~Submitted via mobile']
Very good,Thon Hotel Brussels City Centre,8.3,North Macedonia,8.0,There are no comments available for this review,['Business trip~Solo traveller~Standard Double Room~Stayed 2 nights~Submitted via mobile']
Exceptional,Warwick Brussels - Grand Place,8.2,Hong Kong,9.6,Very nice staff and great location,['Business trip~Solo traveller~Premium Queen Room~Stayed 2 nights~Submitted via mobile']
Exceptional,Hotel Montovani,7.6,Philippines,10.0,There are no comments available for this review,['Leisure trip~Couple~Economy Double Room~Stayed 2 nights~Submitted via mobile']
Exceptional,Gite Au Cortil,9.1,United Kingdom,9.6,Shower,['Business trip~Group~Holiday Home~Stayed 1 night~Submitted via mobile']
Very good,Hotel Europe,7.2,Belgium,8.0,There are no comments available for this review,['Leisure trip~Family with young children~Superior Double Room with Sofa~Stayed 1 night~Submitted via mobile']
What a great stay,Hotel Malleberg,9.0,United Kingdom,10.0,"With a great location parking was a 5 minute walk. There is parking in front of hotel to drop bags off with a half an hour stay limit. This meant that for us it was not a big deal. Secure parking is around 11 euros per day.,

Friendly staff, clean and great location. Good COVID measures. Bar next door serves food until late also. Tried number of other hotels but this one replied quickly and politely. Very good value for money. Breakfast was very plentiful and I am sure in non Covid times would be even better",['Business trip~Group~Double or Twin Room~Stayed 6 nights~Submitted via mobile']
Exceptional,Van Der Valk Hotel Brugge Oostkamp,8.7,Macao,10.0,There are no comments available for this review,['Leisure trip~Couple~Standard Double or Twin Room~Stayed 3 nights~Submitted via mobile']
Good,Hotel Albergo,6.0,Latvia,7.5,"It was, what I was already expected from reviews of others - the hotel equipment and furniture are old (but room and bathroom was clean). Corridors and stairs could have been cleaner.,

I really enjoyed breakfast. It surprised me. There were delicious croissants, cheese, ham, bread, boiled egg. Very tasty coffee and chocolate drink. The location is very convenient - close to sights and to main transport.",['Business trip~Group~Twin Room~Stayed 1 night']
Great,Hotel Le Fournil,8.6,United Kingdom,10.0,"Nothing,

Very nice hotel would stay again when in the area",['Leisure trip~Couple~Standard Double Room~Stayed 1 night~Submitted via mobile']
Fabulous,Hotel B - Boskapelhoeve,9.4,Denmark,8.8,There are no comments available for this review,['Business trip~Solo traveller~Comfort Single Room~Stayed 2 nights']
Superb,B&B Number 11 Exclusive Guesthouse,9.6,United Kingdom,9.2,There are no comments available for this review,['Leisure trip~Couple~Deluxe Suite~Stayed 3 nights~Submitted via mobile']
A good hotel in Minsk,Sputnik Hotel,8.3,Belarus,7.9,"The street was a little bit noisy and the price was a little bit high. The bathroom had one faucet only which was inconvenient to use while washing hands.,

The location was amazing and the room was clean. The reception staff were very efficient and friendly. The bed was wide and comfortable. I generally liked the hotel.",['Business trip~Solo traveller~Double Room~Stayed 1 night']
Exceptional,Atrium,9.7,United Kingdom,10.0,The bed was so comfortable and the terraces were beautiful,['Leisure trip~Couple~Apartment~Stayed 1 night~Submitted via mobile']
Superb,ibis Gent Centrum St. Baafs Kathedraal,8.2,United Kingdom,9.2,There are no comments available for this review,['Solo traveller~Standard Twin Room~Stayed 3 nights~Submitted via mobile']
Great break in Brussels!,Renaissance Brussels Hotel,8.2,United Kingdom,10.0,"Parking prices are a little high.,

Lots of space to park, room service available 24hrs, lots of things to do in the hotel aswell as around the hotel. Bus stops accessible as soon as you step out of the hotel to go into the city centre and to access the tourist spots","['Leisure trip~Couple~Deluxe Room', ' Guest room', ' 1 Queen~Stayed 3 nights~Submitted via mobile']"
Truly home away from home,Hotel Made In Louise,9.2,Saudi Arabia,10.0,"Nothing,

Everything ; the styling, the comfort, the staff, the hospitality, the breakfast and the pool table. The location could be considered a bit far away from the mai attractions but a much safer location. Caroline was very helpful and so sweet, many thanks to her.",['Leisure trip~Couple~Executive Room~Stayed 3 nights~Submitted via mobile']
Exceptional,Parkhotel,7.8,Netherlands,10.0,There are no comments available for this review,['Leisure trip~Couple~Comfort Double Room~Stayed 1 night~Submitted via mobile']
Amazing location,Hotel Castel,7.9,Australia,9.2,"No 'do not disturb' sign. Cleaner interrupted me while I was sleeping off an illness and they didn't understand English.A flight of stairs up to rooms from the elevator; older or impaired travellers would struggle to get their bags into the room.,

Brilliant location right across the road from the train station. Easy tram into the old town. Plenty of restaurants around, plus a grocery store to purchase snacks.Nice 3-star hotel with everything expected.",['Leisure trip~Solo traveller~Comfort Double Room~Stayed 3 nights']
Good,Hotel du Commerce,8.2,Belgium,7.0,"We went for the package room + dinner and we found that it was very pricey for what it was. The meal was very basic cantine-like food (smoked salmon and salad as first course, pasta and chicken for the main course and a chocolate dessert). The room was nothing close to premium... There was no boiler or tea/coffee facility. 
The parking space is also very limited. ,

The room was spacious, bathtub was good too. Breakfast has generous portions.",['Leisure trip~Couple~Superior Double Room~Stayed 1 night~Submitted via mobile']
Good,Hotel du Commerce,8.2,Netherlands,7.5,There are no comments available for this review,['Business trip~Couple~Standard Double Room~Stayed 1 night~Submitted via mobile']
Good,Hotel Ingredi,8.4,Germany,7.5,"The Breakfast was very good.The only thing was, that from room to room you can hear everything.It ist loud.People very nice.",['Leisure trip~Group~Comfort Double Room~Stayed 3 nights']
Exceptional,Van der Valk Hotel Antwerpen,8.4,Netherlands,10.0,There are no comments available for this review,['Couple~Deluxe Double Room~Stayed 1 night~Submitted via mobile']
Superb,MinskLux Apartments,9.1,Belarus,9.0,"I like the hospitality of the owner. he is friendly, speak English which makes customers like home, he is good at all.",['Leisure trip~Solo traveller~Studio Apartment - on Bogdanovicha street 74~Stayed 2 nights~Submitted via mobile']
Very good.,B&B Les Hirondelles,8.1,Belgium,8.0,"The window shutter kept me awake for one night as it kept banging against the wall due to wind. I was unsure if I could have opened the screen window to fix it.,

The breakfast was great. We had a floor to ourselves.",['Leisure trip~Family with young children~Family Room with Private Bathroom~Stayed 2 nights~Submitted via mobile']
Very good,Novotel Brussels City Centre,8.5,Turkey,8.3,ı didn't have breakfast,['Business trip~Couple~Superior Double Room~Stayed 2 nights']
Superb,Hotel Zuid,8.2,Belgium,9.0,"Bathroom is rather small but ok for a short stay.,

We went on bike weekend and this hotel has great facilities for safe storage of the bike and the possibility to charge the battery of your e-bike in this storage room.",['Leisure trip~Couple~Basic Double Room~Stayed 1 night']
Superb,ibis Liège Centre Opéra,7.7,Germany,9.0,"We were at the side, where we couldn't open the windows and it was such a pitty (understandable why not, but still..) otherwise, everything was fine,

The area, clean abd nice rooms",['Couple~Standard Twin Room~Stayed 1 night~Submitted via mobile']
Great fun at a fraction of the price of the UK Parcs,Center Parcs Vossemeren,7.7,United Kingdom,8.8,"The patio area was overgrown and it wasn't particularly pleasant to sit out.,

Amazing facilities and caters for all ages as we had a 7 year old and a 70 year old in our party! The activities were easy to book on the day and the aquamundo and discovery bay were fantastic.",['Leisure trip~Family with young children~Premium Cottage (4 Adults)~Stayed 3 nights~Submitted via mobile']
Perfect accommodation in Bruges with perfect hosts,B&B Exclusive Guesthouse Bonifacius,9.7,Australia,10.0,"I would have liked to stay longer,maybe next time,

We were looking forward to staying at this B&B and our expectations were exceeded. Great location, perfect accommodation while in Bruges. A lovely Breakfast while overlooking the canal with ducks swimming by . Beautiful service with attentive and friendly hosts.Great restaurants close by and good recommendations on places to eat and on engaging with Bruges. Highly recommended!!",['Leisure trip~Couple~Junior Suite~Stayed 3 nights~Submitted via mobile']
Good value for money but only for a short stay,Marivaux Hotel,8.5,Ireland,7.5,"It is noisy, you hear neighbors next door, on the corridor, everywhere. Hotel is fine for 1 night or a couple of nights. While works outside the front of the hotel are finished and some of the rooms have been revamped, I still feel they have packed more rooms than need making walls very thin and corridors very narrow. Hotel main staircase seems to be under works for a long time, not very safe. Some room's main window does not open.,

Good value for money in the city centre. Close to restaurants and other parts of the city, walking distance. Metro stop nearby. Room are large, clean and bed comfortable.",['Business trip~Solo traveller~Standard Double or Twin Room~Stayed 4 nights']
Exceptional,Henriëtta,9.0,Czech Republic,10.0,There are no comments available for this review,['Leisure trip~Couple~Budget Double Room~Stayed 1 night~Submitted via mobile']
Exceptional,B&B Pand19,9.4,Belgium,9.6,There are no comments available for this review,['Leisure trip~Couple~Loft Suite~Stayed 1 night']
Very good,Hotel Adoma,7.7,Hungary,8.0,There are no comments available for this review,['Business trip~Solo traveller~Single Room~Stayed 2 nights']
Exceptional,Golden Tree Hotel,8.2,United Kingdom,10.0,There are no comments available for this review,['Leisure trip~Couple~Deluxe Double Room~Stayed 3 nights~Submitted via mobile']
Not recommended because of the lack of cleanliness.,The Helmet Hotel,5.9,Belgium,3.8,"Cleanliness - lacking! Floor very dirty, hairs on the bed linen, tea cups also not clean, towels with yellow spots. The pictures attached show a white towel after having been passed over the floor.,

Location is relatively good and view from upper floors very nice; staff was responsive to claims on cleanliness. No breakfast option offered.",['Business trip~Solo traveller~Superior Double Room~Stayed 1 night']
Exceptional,Hotel Bon Accueil,9.0,Belgium,10.0,There are no comments available for this review,['Leisure trip~Family with young children~Junior Suite~Stayed 3 nights~Submitted via mobile']
Good,Hotel Minsk,8.6,Russia,7.9,There are no comments available for this review,['Business trip~Solo traveller~Single Room~Stayed 1 night~Submitted via mobile']
Pleasant,European institutions apartments,7.8,United Kingdom,6.7,"Instructions to get into the building were misleading, nobody told me the front door was unlocked but the huge handle bar was broken do it was impossible to get into the lobby for the keys,

Location",['Business trip~Solo traveller~Studio Apartment~Stayed 1 night~Submitted via mobile']
Good,Hotel Monasterium PoortAckere,8.3,United Kingdom,7.5,"Scrambled eggs at were made of something other than egg!,

Comfortable beds, good size rooms and reat showers.",['Group~Standard Room~Stayed 2 nights']
Exceptional,Hotel Bourgoensch Hof,8.4,United States,10.0,There are no comments available for this review,['Leisure trip~Couple~Budget Room with bath~Stayed 5 nights']
Nice stay in Brussels,Motel One Brussels,8.9,United Kingdom,7.9,"Double bet but two single duvet sheets - annoying and inconvenient 
Quite loud noise from road outside 
Room wasn’t as modern as expected for the price of the accommodation 
An ok location for Brussels sightseeing - an uphill walk from the centre ,

Walk in shower which was powerful
Clean rooms 
Mirrors for getting ready 
Nice modern bar area",['Leisure trip~Couple~Queen Room~Stayed 2 nights~Submitted via mobile']
Perfect,Ideal Room,8.8,United Kingdom,10.0,Everything,['Leisure trip~Group~Apartment - Ground Floor~Stayed 3 nights~Submitted via mobile']
Exceptional,Hostel Bruegel,8.4,Canada,10.0,Very nice and accommodating staff and very fluent in multiple languages which was great for me and my girlfriend!,['Leisure trip~Couple~Double Room~Stayed 1 night~Submitted via mobile']
Great stay and loved Brussels!,Hotel Manos Premier,8.2,United Kingdom,8.8,"No standing shower in room, the lift to the 4th floor was very stuffy and small. Hotel was very pretty in a nice part of town.,

The room was on the 4th floor and very spacious. Bed very comfy. Room very clean.",['Leisure trip~Couple~Superior Double Room~Stayed 3 nights~Submitted via mobile']
"Very pleasant stay in a beautiful, well run hotel close to the beach.  We greatly enjoyed!",Avenue Beach Hotel,8.1,Belgium,9.0,There are no comments available for this review,['Leisure trip~Family with young children~Deluxe Double Room with Balcony~Stayed 1 night']
Pleasant,Jam Hotel,8.0,Belgium,6.3,There are no comments available for this review,['Leisure trip~Couple~Standard Double Room~Stayed 1 night~Submitted via mobile']
Exceptional,NH Brussels EU Berlaymont,8.5,France,9.6,"Very professional staff. Clean and comfortable room, very well located next to Berlaymont.",['Business trip~Solo traveller~Standard Double or Twin Room New Style~Stayed 1 night~Submitted via mobile']
Pleasant,Citadines Sainte Catherine Brussels,8.4,Greece,6.0,"house keeping,

Location",['Leisure trip~Family with young children~Studio (2 Adults)~Stayed 4 nights']
Exceptional,Snuffel Hostel,8.8,Singapore,10.0,Simple but good breakfast. A cosy place to stay.,['Leisure trip~Couple~Twin Private Room Ensuite~Stayed 1 night~Submitted via mobile']
Perfect B&B for a weekend trip to Gent,B&B Faja lobi,8.2,Germany,9.6,"Very nice, private owned small B&B close to the city centre. Lovely owners and staff, 1000 times better than a unpersonal hotelchain.",['Leisure trip~Group~Double Room with Private Bathroom~Stayed 2 nights']
Pleasant,Hotel du Commerce,8.2,Belgium,6.3,There are no comments available for this review,['Leisure trip~Couple~Budget Double Room~Stayed 1 night~Submitted via mobile']
Great Hotel!,Victoria & SPA Minsk,8.6,Estonia,10.0,all is very clean and comfortable! The personal is very friendly 😊,['Leisure trip~People with friends~Standard Single Room with Aquazone Access~Stayed 4 nights~Submitted via mobile']
"Perfect place to work in Brussels, wifi and coffee top notch, I'll be back.",Motel One Brussels,8.9,Spain,10.0,"My bathroom smelled odd, like a sewage pipe issue.,

Location great, 24 hour bar and reception fantastic, wonderful staff. I'll stay again!",['Business trip~Solo traveller~Queen Room~Stayed 2 nights']
Okay,Hygge Hotel,8.6,Netherlands,5.8,"Breakfast wasn’t worth €15 at all, and the pillows were really, really uncomfortable. Every time I entered the hotel, the staff never greeted me..",['Leisure trip~Couple~Cozy Double Room~Stayed 1 night~Submitted via mobile']
Disappointing and overpriced,Priorij Corsendonk,7.6,Netherlands,4.0,"The bathroom seat in Gastenkwartier room 1was old and absolutely disgusting. The room as well as the 3 course dinner are much overpriced and not value for money. One (large) bottle of water was 8 euro's, it took 2 hours for serving the same standard meal to about 20 people who were all there at the same time and though the setting was  nice the meal itself was quite plain. Overall, a disappointing experience for the accommidation as well as for the dinner.,

Great setting in an old monastery and on big grounds. Quiet location.",['Leisure trip~Solo traveller~Standard Single Room~Stayed 1 night~Submitted via mobile']
A good budget hotel,Hotel Montovani,7.6,United Kingdom,9.2,"Hotel is quite close to the ring road. There's no parking but a free car park is ten minutes walk away although in summer it will probably get very full,

Breakfast was good but expensive. Staff were excellent and very friendly. rooms were quite adequate",['Leisure trip~People with friends~Single Room~Stayed 3 nights~Submitted via mobile']
